symbol,cashChange,cashFlow,costOfRevenue,currentAssets,currentCash,currentDebt,grossProfit,netIncome,operatingExpense,operatingGainsLosses,operatingIncome,operatingRevenue,reportDate,researchAndDevelopment,shareholderEquity,totalAssets,totalCash,totalDebt,totalLiabilities,totalRevenue
SPHS,199000,-3808000,,23075000,16286000,958000,,-3329000,4573000,-1356000,-4573000,,2018-03-31,3330000,4550000,23097000.0,22053000,6858000,18547000,
SPHS,-400000,-2650000,,26856000,16087000,372000,,-3964000,3252000,3910000,-3252000,,2017-12-31,1942000,7650000,26877000.0,25844000,6807000,19227000,
SPI,,,,130648000,,169457000,,,,,,,2018-06-30,,-105645000,312239000.0,4771000,196371000,413957000,
SPI,,,,131312000,,170125000,,,,,,,2017-12-31,,-101745000,317311000.0,2577000,195733000,414955000,
SPI,,,,151718000,,156122000,,,,,,,2017-06-30,,-24930000,376253000.0,3650000,188109000,397112000,
SPI,,,,154333000,,147668000,,,,,,,2016-12-31,,-16974000,361818000.0,4178000,184364000,374746000,
SPKE,7094000,5443000,193409000,285955000,42796000,10535000,65066000,5609000,39612000,-11928000,25454000,258127000,2018-09-30,,117355000,481277000.0,42796000,132535000,269554000,258475000
SPKE,14637000,45950000,162669000,256865000,35702000,13921000,69582000,7500000,40641000,-17054000,28941000,231488000,2018-06-30,,24475000,460849000.0,35702000,125921000,350072000,232251000
SPKE,-8354000,-9540000,289876000,281832000,21065000,11332000,-3188000,-12326000,43066000,36542000,-46254000,284001000,2018-03-31,,20285000,493905000.0,21065000,123732000,382943000,286688000
SPKE,18170000,1869000,131396000,296738000,29419000,20943000,103380000,13158000,43628000,-18417000,59752000,234095000,2017-12-31,,36248000,505949000.0,29419000,145744000,344646000,234776000
SPLK,1448976000,59075000,89225000,3108068000,1868116000,,391758000,-55705000,441764000,22715000,-50006000,480983000,2018-10-31,117722000,1421867000,4139674000.0,2671498000,,2717807000,480983000
SPLK,-61670000,33524000,83748000,1262666000,419681000,,304555000,-103499000,408413000,17089000,-103858000,388303000,2018-07-31,106739000,1146836000,2151517000.0,891583000,,1004681000,388303000
SPLK,-63359000,76487000,77970000,1300677000,481826000,,233669000,-118499000,355135000,15788000,-121466000,311639000,2018-04-30,86357000,1118540000,2050282000.0,950147000,,931742000,311639000
SPLK,151516000,146071000,74203000,1626970000,545947000,,347104000,-35718000,381666000,13844000,-34562000,421307000,2018-01-31,83962000,807305000,2044460000.0,1165150000,,1237155000,421307000
SPLP,-34332000,42796000,284599000,998398000,303480000,2959000,120720000,-6095000,92486000,20817000,28234000,405319000,2018-09-30,,,2314343000.0,292198000,483281000,1779874000,405319000
SPLP,2978000,15545000,299258000,1020988000,338301000,3562000,135179000,13042000,91859000,10237000,43320000,434437000,2018-06-30,,,2341598000.0,328750000,498328000,1786299000,434437000
SPLP,-99054000,-20675000,261861000,962305000,335925000,16522000,104384000,-9078000,90184000,11834000,14200000,366245000,2018-03-31,,,2220501000.0,337953000,487261000,1661926000,366245000
SPLP,120588000,81036000,235290000,1028562000,418755000,2083000,99987000,-14200000,88534000,-6678000,11453000,335277000,2017-12-31,,,2164040000.0,477068000,414667000,1597004000,335277000
SPN,-16253000,43941000,404389000,790887000,113367000,,168679000,-21816000,168787000,,-108000,573068000,2018-09-30,,1036015000,3001730000.0,104690000,,1965715000,573068000
SPN,22243000,64373000,369810000,762448000,130143000,,165738000,-26390000,167869000,,-2131000,535548000,2018-06-30,,1052715000,3020985000.0,118512000,,1968270000,535548000
SPN,-83272000,-24958000,343460000,732365000,111023000,744000.0,138858000,-59724000,181539000,,-42681000,482318000,2018-03-31,,1078169000,3064763000.0,90438000,1281313000.0,1986594000,482318000
SPN,42707000,55928000,356628000,760819000,172000000,,140415000,8593000,176499000,,-36084000,497043000,2017-12-31,,1132429000,3110225000.0,172000000,,1977796000,497043000
SPNE,-1457000,-1816000,14247000,78051000,11782000,,21587000,-9532000,31036000,1986000,-9449000,35834000,2018-09-30,3203000,94214000,132369000.0,11782000,,38155000,35834000
SPNE,898000,-2139000,14560000,79003000,13263000,,21849000,-7361000,29015000,-791000,-7166000,36409000,2018-06-30,2791000,101562000,134511000.0,13263000,,32949000,36409000
SPNE,1626000,-4646000,12179000,78173000,12470000,,20996000,-7105000,28048000,74000,-7052000,33175000,2018-03-31,2789000,107625000,134150000.0,12470000,,26525000,33175000
SPNE,-5933000,-4513000,12484000,76418000,10788000,,21498000,-7507000,29154000,-2121000,-7656000,33982000,2017-12-31,2952000,105653000,134474000.0,10788000,,28821000,33982000
SPNS,4621000,6370000,42334000,134893000,64079000,9898000.0,30903000,7548000,22353000,,8550000,73237000,2018-09-30,9658000,200474000,388740000.0,64079000,78421000.0,188266000,73237000
SPNS,-928000,658000,45305000,122243000,59207000,9898000.0,26859000,2014000,23414000,,3445000,72164000,2018-06-30,8633000,203194000,375247000.0,59207000,78376000.0,172053000,72164000
SPNS,-10810000,8792000,40801000,122629000,61749000,9898000.0,30284000,6307000,21421000,,8863000,71085000,2018-03-31,10324000,205790000,383927000.0,61749000,78325000.0,178137000,71085000
SPNS,-9388000,3353000,53273000,130973000,71467000,,16366000,-8654000,26511000,,-10145000,69639000,2017-12-31,4096000,200043000,373619000.0,71467000,,172745000,69639000
SPOK,1532000,6235000,7782000,139264000,95233000,,34694000,-481000,35382000,,-688000,42476000,2018-09-30,5934000,279109000,339363000.0,95233000,,60254000,42476000
SPOK,-6892000,5268000,7400000,138197000,94068000,,33228000,-976000,35099000,,-1871000,40628000,2018-06-30,1581000,281266000,338705000.0,94068000,,57439000,40628000
SPOK,-5599000,1124000,7712000,147808000,101302000,,35402000,511000,34124000,,1278000,43114000,2018-03-31,1662000,291254000,347868000.0,101302000,,56614000,43114000
SPOK,-3072000,1482000,38625000,146860000,107157000,,5145000,-21384000,1942000,,3203000,43770000,2017-12-31,4934000,290529000,350561000.0,107157000,,60032000,43770000
SPOT,331212465,92971920,1173770490,2510241840,1272553155,,397454958,49972407,404427852,,-6972894,1571225448,2018-09-30,156890115,1852465506,4803161817.0,2050030836,,2950696311,1571225448
SPOT,79450180,35051550,1102955440,2404536330,946391850,,384398665,-460343690,489553315,,-105154650,1487354105,2018-06-30,167079055,1167216615,3925773600.0,1980412575,,2758556985,1487354105
SPOT,327990236,103575864,1055487376,2389643148,903822718,,348952018,-208384774,399506904,-2466092.0,-50554886,1404439394,2018-03-31,141800290,198520406,3948213292.0,1943280496,,3749692886,1404439394
SPOT,-212482482,114044270,1040804022,2278484468,572622282,1200466.0,338531412,-715477736,442971954,-3601398.0,-104440542,1379335434,2017-12-31,147657318,1418950812,3729847862.0,1811503194,1200466.0,2310897050,1379335434
SPPI,-7807000,-10846000,6472000,267450000,166541000,35357000,18796000,-68718000,47820000,7000,-29024000,25268000,2018-09-30,21060000,286778000,412627000.0,220555000,,125849000,25268000
SPPI,-8877000,-12502000,6606000,309520000,174371000,39427000,17562000,13744000,51873000,18000,-34311000,24168000,2018-06-30,21488000,344119000,464522000.0,269658000,,120403000,24168000
SPPI,-43789000,-26745000,6813000,277028000,183513000,38819000,23682000,-15816000,48946000,-8000,-25264000,30495000,2018-03-31,17895000,324294000,444273000.0,231916000,,119979000,30495000
SPPI,-20191000,-12898000,11379000,277746000,227323000,38224000,17191000,-28557000,58279000,-5000,-41088000,28570000,2017-12-31,22135000,351339000,487439000.0,227571000,,136100000,28570000
SPPP,320330,-280246,,,304726,,,6580529,,,,,2018-09-30,,95127028,95372058.0,,,245030,6836149
SPPP,-53691,-329434,,,-15604,,,-2430551,,,,,2018-06-30,,92592114,92877239.0,,,285125,-2107799
SPPP,23806,-231833,,,38087,,,-8792053,,,,,2018-03-31,,104681459,104958503.0,,,277044,-8500574
SPPP,-153251,-348347,,,14281,,,9525064,,,,,2017-12-31,,125267130,125484328.0,,,217198,11467659
SPR,-6900000,170200000,1543100000,2848400000,703900000,25000000,270600000,168800000,52100000,-25500000,218500000,1813700000,2018-09-30,10800000,1115900000,5682100000.0,683400000,1894700000,4565700000,1813700000
SPR,252400000,230600000,1547200000,2826000000,710800000,128100000,289700000,145200000,76700000,16800000,213000000,1836900000,2018-06-30,11100000,954200000,5611800000.0,593000000,1986500000,4657100000,1836900000
SPR,12700000,166600000,1511000000,2603700000,458200000,31200000,225100000,125400000,69300000,-12800000,155800000,1736100000,2018-03-31,9400000,1572500000,5370300000.0,437900000,1143800000,3797300000,1736100000
SPR,-306600000,-50900000,1399700000,2651100000,423300000,31100000,314900000,122800000,63700000,3100000,251200000,1714600000,2017-12-31,10000000,1801000000,5267800000.0,423300000,1151000000,3466300000,1714600000
SPRO,-8235000,-5514000,,133723000,40480000,,,-10463000,11593000,229000,-10935000,658000,2018-09-30,8459000,125197000,136120000.0,131225000,,10568000,658000
SPRO,-3837000,-8641000,,70492000,48715000,,,-9956000,10434000,248000,-9971000,463000,2018-06-30,7374000,65313000,72592000.0,66637000,,6924000,463000
SPRO,-34786000,-11961000,,79738000,52552000,,,-10644000,11969000,8000,-10816000,1153000,2018-03-31,8925000,74543000,81059000.0,75393000,,6161000,1153000
SPRO,61915000,-12740000,,92059000,87288000,,,-13862000,14993000,1723000,-14000000,993000,2017-12-31,12503000,84602000,93479000.0,87288000,,8522000,993000
SPRT,-2446000,-583000,14463000,61437000,16112000,,3554000,-9148000,2914000,,640000,18017000,2018-09-30,690000,47223000,63258000.0,47918000,,16035000,18017000
SPRT,-815000,1135000,14508000,61713000,18704000,,2960000,396000,2767000,,193000,17468000,2018-06-30,681000,56410000,63745000.0,48761000,,7335000,17468000
SPRT,1690000,-1349000,14166000,60243000,19675000,,2356000,-766000,3407000,,-1051000,16522000,2018-03-31,711000,55922000,62461000.0,47571000,,6539000,16522000
SPRT,-3261000,-124000,13376000,61986000,18050000,,2916000,-306000,2867000,,49000,16292000,2017-12-31,604000,56458000,64353000.0,49233000,,7895000,16292000
SPSC,19270000,15300000,20411000,256438000,144748000,,42457000,8061000,34200000,,8257000,58644000,2018-09-30,5146000,310571000,368460000.0,189402000,,57889000,62868000
SPSC,4855000,12898000,20402000,239886000,125385000,,40689000,5416000,34724000,,5965000,61091000,2018-06-30,5293000,294689000,351673000.0,172737000,,56984000,61091000
SPSC,-2499000,9349000,19758000,228781000,120547000,,39334000,3254000,35034000,,4300000,59092000,2018-03-31,5132000,288351000,339596000.0,165819000,,51245000,59092000
SPSC,-5800000,9078000,19459000,219456000,123127000,,39079000,-9569000,40340000,,-1261000,70574000,2017-12-31,6160000,276820000,335520000.0,163319000,,58700000,58538000
SPTN,4760000,38154000,1630588000,1028763000,20673000,8135000,256142000,17465000,228583000,-675000,27559000,1886730000,2018-09-30,,736370000,2054041000.0,20673000,703024000,1317671000,1886730000
SPTN,-1254000,43862000,1630293000,985773000,15913000,7793000,265660000,17772000,236202000,59000,29458000,1895953000,2018-06-30,,724466000,2010812000.0,15913000,710657000,1286346000,1895953000
SPTN,1500000,60296000,2041859000,985166000,17167000,7628000,343214000,12343000,309058000,-303000,34156000,2385073000,2018-03-31,,712044000,2016937000.0,17167000,740995000,1304893000,2385073000
SPTN,2513000,-18809000,1794968000,1004286000,15667000,9196000,254815000,34607000,231809000,764000,23006000,2049783000,2017-12-31,,721950000,2055797000.0,15667000,749951000,1333847000,2049783000
SPWH,-842000,-3237000,145518000,385077000,1892000,204849000,77581000,12398000,60070000,,17511000,223099000,2018-10-31,,67490000,480119000.0,1892000,234545000,412629000,223099000
SPWH,355000,-2135000,131011000,346742000,2734000,197540000,72277000,6551000,59088000,,13189000,203288000,2018-07-31,,54710000,446182000.0,2734000,229215000,391472000,203288000
SPWH,610000,-9049000,124493000,318145000,2379000,86170000,55566000,-5828000,59216000,,-3650000,180059000,2018-04-30,,47477000,416428000.0,2379000,218312000,368951000,180059000
SPWH,-386000,23198000,163501000,280755000,1769000,70926000,79664000,5887000,63085000,530000.0,16579000,243165000,2018-01-31,,49798000,379661000.0,1769000,203275000,329863000,243165000
SPWR,-14111000,-161734000,418508000,1225155000,352385000,65885000,9755000,-89826000,91845000,-58390000,-82090000,428263000,2018-09-30,15698000,-55958000,3126117000.0,220789000,1989029000,3090334000,428263000
SPWR,3632000,-122080000,759312000,1219747000,364600000,58194000,-310215000,-447117000,95929000,-17087000,-406144000,449097000,2018-06-30,31210000,34851000,3069810000.0,256689000,1839604000,2939169000,449097000
SPWR,-182245000,-233262000,381640000,1204963000,362569000,359458000,10248000,-115974000,84021000,-13432000,-73773000,391888000,2018-03-31,18891000,477159000,3782723000.0,260672000,2098563000,3201471000,391888000
SPWR,166993000,47892000,736044000,1351513000,544337000,357816000,-7143000,-494693000,92349000,-21705000,-99492000,728901000,2017-12-31,19823000,142918000,3629314000.0,435097000,2113746000,3366981000,728901000
SPXC,-4200000,8600000,274800000,623100000,61900000,122400000,87700000,6600000,74300000,6600000,13400000,362500000,2018-09-30,,369700000,2106400000.0,61900000,463000000,1736700000,362500000
SPXC,-36100000,2400000,281500000,622400000,66700000,133300000,97700000,23000000,75000000,13200000,22700000,379200000,2018-06-30,,358600000,2123800000.0,66700000,473900000,1765200000,379200000
SPXC,-20600000,2300000,261800000,598500000,103700000,11700000,90100000,12400000,70800000,2300000,19300000,351900000,2018-03-31,,333200000,2012100000.0,103700000,356600000,1678900000,351900000
SPXC,38000000,57000000,306100000,632500000,124300000,7500000,80900000,58600000,87600000,-4900000,-6700000,387000000,2017-12-31,,314700000,2040400000.0,124300000,356800000,1725700000,387000000
SQ,-662653000,47628000,529448000,2877368000,765070000,125971000.0,352660000,19643000,362527000,,-9867000,882108000,2018-09-30,135773000,1122144000,3973368000.0,1439818000,1023947000.0,2851224000,882108000
SQ,657198000,18979000,499122000,2869896000,1428372000,,315816000,-5906000,318463000,,-2647000,814938000,2018-06-30,114800000,1081629000,3554827000.0,1830431000,,2473198000,814938000
SQ,39598000,52053000,413433000,1990383000,776076000,,255170000,-23986000,276162000,,-20992000,668603000,2018-03-31,105095000,809980000,2379612000.0,1091295000,,1569632000,668603000
SQ,41104000,-2606000,376205000,1778294000,735081000,,239830000,-15663000,252839000,,-13009000,616035000,2017-12-31,92633000,786333000,2187270000.0,969092000,,1400937000,616035000
SQBG,-1561000,3386000,,89537000,14079000,28300000,,-9615000,23515000,117000.0,17256000,40771000,2018-09-30,,277280000,1075229000.0,12052000,616526000,726729000,40771000
SQBG,-9726000,-936000,,90095000,15640000,28300000,,3587000,18449000,1975000.0,23758000,38187000,2018-06-30,,286270000,1090137000.0,13607000,617730000,733090000,42207000
SQBG,4933000,17660000,,96252000,25366000,28300000,,-2264000,18050000,5142000.0,20054000,38104000,2018-03-31,,282462000,1096766000.0,23337000,624466000,741686000,38104000
SQBG,6381000,8950000,,89170000,18902000,28300000,,-162888000,22064000,,24831000,46895000,2017-12-31,,281991000,1097211000.0,18902000,630597000,743673000,46895000
SQM,-96390000,,379466000,2321910000,428024000,15628000,163689000,83501000,37502000,,126187000,543155000,2018-09-30,,2085995000,4124423000.0,738328000,1229462000,1986315000,543155000
SQM,-34092000,,414317000,2520410000,528022000,146495000,224380000,133872000,37007000,,187373000,638697000,2018-06-30,,2088527000,4301414000.0,926808000,1362333000,2161604000,638697000
SQM,-57998000,,326047000,2478295000,575089000,115207000,192677000,113825000,28015000,,164662000,518724000,2018-03-31,,2193302000,4323611000.0,986541000,1153176000,2070638000,518724000
SQM,92380000,,358660000,2466261000,630438000,177062000,216114000,110454000,48845000,,167269000,574774000,2017-12-31,,2187821000,4296236000.0,991379000,1208569000,2048768000,574774000
SQNS,-1496000,-1341000,6690000,39975000,5179000,9549000,3595000,-9912000,11524000,-48000,-7929000,7526000,2018-09-30,6750000,3839000,58930000.0,5179000,26257000,55091000,10285000
SQNS,-7959000,-7970000,7676000,45228000,6675000,21500000,4982000,-8090000,11946000,-272000,-6964000,9921000,2018-06-30,7152000,9092000,64049000.0,7022000,27391000,54957000,12658000
SQNS,11688000,-6009000,6550000,48236000,14638000,5318000,4684000,-8749000,11975000,146000,-7291000,7635000,2018-03-31,7519000,16690000,65987000.0,14985000,23402000,49297000,11234000
SQNS,-10036000,-9032000,6596000,39747000,2948000,8912000,4721000,-7646000,10347000,-6000,-5626000,8685000,2017-12-31,5985000,4148000,57056000.0,2948000,30274000,52908000,11317000
SR,14500000,-54700000,189400000,659600000,21400000,729100000,49800000,-25900000,69400000,,-19600000,239200000,2018-09-30,,2255400000,6843600000.0,4400000,2629200000,4588200000,239200000
SR,-10900000,201700000,224200000,584900000,6900000,346500000,126400000,25900000,74000000,,52400000,350600000,2018-06-30,,2307700000,6584900000.0,6900000,2371000000,4277200000,350600000
SR,11100000,291700000,572500000,718300000,17800000,497200000,240900000,98200000,99100000,,141800000,813400000,2018-03-31,,2153500000,6586800000.0,17800000,2571100000,4433300000,813400000
SR,-700000,17900000,379700000,852500000,6700000,689100000,182100000,116000000,77000000,,105100000,561800000,2017-12-31,,2079200000,6701100000.0,6700000,2719100000,4615400000,561800000
SRAX,14382537,-8388573,763610,16259280,14423573,,1251781,19325038,4869232,,-3617451,2015391,2018-09-30,,28922986,34341324.0,14423573,,5418338,2015391
SRAX,-148852,20541,1320464,3580803,41036,,3376887,-2997846,5414790,,-2037903,4697351,2018-06-30,,11638031,21156096.0,41036,,9518065,4697351
SRAX,-827411,-574844,818105,2765597,189888,,1292745,-3609620,4130258,,-2837513,2110850,2018-03-31,,13590246,20316844.0,189888,,6726598,2110850
SRAX,800890,-2126678,950646,6134838,1017299,,5536619,-1314404,5621335,,-84716,6487265,2017-12-31,,16883738,23605699.0,1017299,,6721961,6487265
SRC,-2359000,73401000,5198000,163328000,25299000,,104446000,30056000,51412000,-436000,53034000,102413000,2018-09-30,,2805358000,5092909000.0,7578000,,2287551000,109644000
SRC,-100496000,67251000,4876000,135387000,27658000,,97583000,17164000,53462000,-6123000,44121000,98995000,2018-06-30,,2829286000,4909181000.0,9289000,,2079895000,102459000
SRC,13447000,93160000,11395000,272296000,128154000,,153883000,30718000,78002000,-20723000,75881000,164322000,2018-03-31,,3168723000,7202820000.0,10989000,,4034097000,165278000
SRC,-72654000,86990000,24290000,288772000,8798000,,320777000,35791000,140660000,-24799000,180117000,338884000,2017-12-31,,3319609000,7263511000.0,8798000,,3943902000,345067000
SRCE,-30584000,22596000,,,113876000,166077000,,19888000,,-456000,,,2018-09-30,,750437000,6293169000.0,,295760000,5542732000,78422000
SRCE,93308000,35473000,,,144460000,170233000,,21964000,,-650000,,,2018-06-30,,740277000,6320058000.0,,300191000,5579781000,78192000
SRCE,-26881000,34287000,,,51152000,212051000,,19116000,,-92000,,,2018-03-31,,725609000,6051463000.0,,342150000,5325854000,74339000
SRCE,-21391000,18659000,,,78033000,8761000,,17994000,,-2527000,,,2017-12-31,,718537000,5887284000.0,,137585000,5168747000,74485000
SRCI,-36234000,107792000,23184000,171703000,19236000,,137794000,62628000,57867000,8529000,79927000,160978000,2018-09-30,,1500799000,2578932000.0,19236000,,1078133000,160978000
SRCI,-16273000,108081000,26670000,163212000,55470000,,120417000,49624000,53163000,14294000,67254000,147087000,2018-06-30,,1434125000,2282546000.0,53145000,,848421000,147087000
SRCI,22971000,127681000,21339000,191137000,71743000,,125894000,65796000,48536000,5781000,77358000,147233000,2018-03-31,,1377911000,2207006000.0,71743000,,829095000,147233000
SRCI,27447000,148498000,21741000,160035000,48772000,,118356000,50818000,49679000,18392000,68677000,140097000,2017-12-31,,1308434000,2079564000.0,48772000,,771130000,140097000
SRCL,7500000,-141100000,519400000,803100000,52000000,117200000,335500000,23500000,267200000,,68300000,854900000,2018-09-30,,2921500000,6902900000.0,52000000,2838000000,3970300000,854900000
SRCL,700000,120600000,530000000,813300000,45000000,118800000,353300000,27700000,290900000,,62400000,883300000,2018-06-30,,2890300000,6914600000.0,45000000,2654500000,4013000000,883300000
SRCL,3700000,110400000,536500000,810600000,49400000,134500000,358500000,22500000,304400000,,54100000,895000000,2018-03-31,,2940000000,7015700000.0,49400000,2720700000,4063600000,895000000
SRCL,-12600000,116600000,543800000,813400000,42200000,126500000,344000000,89200000,367400000,,-23400000,887800000,2017-12-31,,2896600000,6988300000.0,42200000,2741800000,4079700000,887800000
SRDX,-3938000,4830000,4089000,81527000,23668000,,18949000,-1753000,20383000,-74000,-1434000,21027000,2018-09-30,4702000,108610000,164135000.0,64670000,,55525000,23038000
SRDX,-298000,1791000,4104000,78846000,27623000,,18123000,-2682000,24267000,-592000,-6144000,20072000,2018-06-30,17666000,108745000,159987000.0,62033000,,51242000,22227000
SRDX,6018000,26817000,2913000,81341000,28062000,,16145000,1534000,15620000,338000,525000,17114000,2018-03-31,10774000,113356000,163319000.0,66042000,,49963000,19058000
SRDX,5377000,614000,2891000,59996000,21946000,,14122000,-1556000,13637000,3000,485000,17013000,2017-12-31,7831000,110547000,134553000.0,46352000,,24006000,17013000
SRE,-34000000,962000000,1885000000,5045000000,288000000,4361000000,1055000000,310000000,488000000,-109000000,567000000,2940000000,2018-09-30,,16637000000,60605000000.0,212000000,25696000000,41494000000,2940000000
SRE,24000000,663000000,1607000000,4947000000,327000000,4816000000,957000000,-535000000,467000000,30000000,490000000,2564000000,2018-06-30,,15846000000,59907000000.0,252000000,26094000000,41543000000,2564000000
SRE,-58000000,966000000,1762000000,3394000000,307000000,5536000000,1200000000,375000000,476000000,-15000000,724000000,2962000000,2018-03-31,,15864000000,60485000000.0,239000000,26399000000,42180000000,2962000000
SRE,107000000,921000000,1861000000,3341000000,364000000,2967000000,1103000000,-501000000,466000000,96000000,637000000,2964000000,2017-12-31,,12690000000,50454000000.0,288000000,19412000000,35314000000,2964000000
SREV,-120684000,2883000,39949000,117704000,64771000,,17224000,-6625000,22924000,,-5700000,57173000,2018-09-30,1395000,99141000,167744000.0,63527000,,68603000,57173000
SREV,132405000,1803000,42463000,240984000,185564000,149091000.0,18648000,-8887000,24189000,,-5541000,61111000,2018-06-30,1780000,103379000,289403000.0,184320000,,186024000,61111000
SREV,283000,599000,41724000,242552000,52994000,146589000.0,16861000,-11652000,23643000,,-6782000,58585000,2018-03-31,1516000,109216000,290267000.0,185215000,,181051000,58585000
SREV,12114000,13281000,41980000,251198000,51389000,144167000.0,24044000,74000,22464000,3063000.0,1580000,66024000,2017-12-31,1195000,112109000,295372000.0,188570000,,183263000,66024000
SRG,314715000,-1909000,18547000,674759000,581621000,,38046000,-22216000,58255000,-15112000,-20209000,56478000,2018-09-30,,845767000,2965036000.0,581621000,,1713631000,56593000
SRG,-45604000,8546000,15750000,347316000,266906000,13430000.0,33520000,-6771000,58333000,-31864000,-24813000,48356000,2018-06-30,,875998000,2614608000.0,100448000,1231303000.0,1315414000,49270000
SRG,-104724000,7659000,18622000,344531000,312510000,,35155000,10328000,42525000,-39414000,-7370000,53777000,2018-03-31,,887586000,2696015000.0,135091000,,1373446000,53777000
SRG,110568000,23414000,-29992000,448021000,417234000,,83670000,-43211000,148833000,2218000,-65163000,53678000,2017-12-31,,1320860000,2775817000.0,241569000,,1454957000,53678000
SRI,1978000,18727000,145568000,319910000,60655000,1808000,63285000,13292000,44973000,-252000,18312000,208853000,2018-09-30,12384000,269399000,559252000.0,60655000,104026000,289853000,208853000
SRI,5440000,19240000,153184000,315982000,58965000,3184000,67418000,15120000,48237000,-683000,19181000,220602000,2018-06-30,12981000,258046000,560646000.0,58965000,114974000,302600000,220602000
SRI,-9358000,9671000,157961000,318693000,57404000,4160000,67969000,13380000,51122000,-521000,16847000,225930000,2018-03-31,13861000,259617000,580202000.0,57404000,122866000,320585000,225930000
SRI,14900000,27790000,146414000,303369000,66003000,4192000,61026000,18908000,47792000,-3096000,13234000,207440000,2017-12-31,13146000,244072000,559037000.0,66003000,129044000,314965000,207440000
SRLP,9959000,-14030000,589967000,491557000,18621000,40545000,28488000,-18434000,37970000,-623000,-9482000,618455000,2018-09-30,,,1041310000.0,18621000,615500000,916942000,618455000
SRLP,3019000,148597000,705051000,428721000,8607000,57248000,36605000,-13195000,40843000,167000,-4238000,736671000,2018-06-30,,,985835000.0,8607000,569483000,826398000,741656000
SRLP,-1203000,56735000,1183982000,602581000,5609000,243238000,147166000,74921000,59498000,190000,87668000,1331148000,2018-03-31,,,1165356000.0,5609000,692068000,976314000,1331148000
SRLP,3668000,-69849000,862391000,806487000,6815000,282089000,69779000,-12894000,73895000,-130000,-4116000,932170000,2017-12-31,,,1362985000.0,6815000,731826000,1231151000,932170000
SRNE,133659000,-20704000,2177000,145245000,180441000,28231000.0,1928000,-47328000,49835000,958000,-47907000,3811000,2018-09-30,29045000,221592000,587964000.0,135738000,173766000.0,364404000,4105000
SRNE,22685000,-22122000,1226000,54746000,46784000,1511000.0,2687000,-73864000,31058000,3663000,-28371000,3913000,2018-06-30,17925000,254371000,452521000.0,47107000,17714000.0,193056000,3913000
SRNE,3822000,-23963000,1311000,36569000,24252000,1594000.0,4935000,-32574000,37481000,13145000,-32546000,6246000,2018-03-31,14632000,234805000,436879000.0,24696000,7095000.0,196006000,6246000
SRNE,-17940000,-44852000,980000,29700000,20429000,,19427000,48445000,54223000,15169000,-34796000,20407000,2017-12-31,37865000,199568000,431613000.0,20870000,,225003000,20407000
SRPT,-200673000,-113318000,8741000,1012077000,209702000,,69745000,-76393000,139844000,2379000,-70099000,78486000,2018-09-30,86584000,639848000,1182906000.0,792860000,,543058000,78486000
SRPT,-146995000,-117254000,6735000,1139244000,410375000,9514000.0,66794000,-109267000,172443000,27000,-105649000,73529000,2018-06-30,122848000,699047000,1247160000.0,949144000,439439000.0,548113000,73529000
SRPT,-42457000,-35668000,5582000,1219417000,557370000,3446000.0,59022000,-35363000,89761000,10000,-30739000,64604000,2018-03-31,46204000,776760000,1300283000.0,1048991000,430811000.0,523523000,64604000
SRPT,-17940000,-31058000,3546000,1228644000,599827000,6175000.0,53731000,-23998000,76635000,13000,-22904000,57277000,2017-12-31,44441000,789217000,1307964000.0,1079060000,431051000.0,518747000,57277000
SRRA,-9294000,-14265000,,119331000,116428000,,,-15567000,16051000,,-16051000,,2018-09-30,12913000,107066000,120052000.0,116128000,,12986000,
SRRA,-8266000,-8268000,,127848000,125725000,,,-11960000,12963000,,-12963000,,2018-06-30,8785000,120651000,128547000.0,125425000,,7896000,
SRRA,33488000,-12609000,,135988000,134004000,,,-11525000,11754000,,-11754000,,2018-03-31,8334000,130797000,136435000.0,133829000,,5638000,
SRRA,-7453000,-7608000,,101725000,100348000,,,-10599000,10805000,,-10805000,,2017-12-31,7550000,94726000,102198000.0,100348000,,7472000,
SRRK,-11075000,-9013000,,106187000,104191000,592000,,-10762000,11234000,,-11234000,,2018-09-30,8061000,102343000,109018000.0,103986000,620000.0,6675000,
SRRK,92239000,-11626000,,116917000,115266000,731000,,-14707000,14884000,,-14884000,,2018-06-30,11424000,111612000,118978000.0,115061000,,7366000,
SRRK,-33639000,-9884000,,50936000,23027000,641000,,-8892000,9016000,,-9016000,,2018-03-31,6701000,47358000,54159000.0,47763000,885000.0,6801000,
SRRK,46555000,-6058000,,59201000,56666000,641000,,-8457000,8458000,,-8458000,,2017-12-31,6887000,-53522000,61637000.0,57959000,1039000.0,115159000,
SRT,-1268000,1723000,128747000,185143000,20525000,28010000,22762000,-10901000,26716000,7000.0,-3954000,151509000,2018-09-30,,268636000,628281000.0,14133000,178346000,312247000,151509000
SRT,116000,-1264000,54491000,56542000,1336000,2395000,5226000,-3705000,8010000,-29000.0,-2784000,59717000,2018-06-30,,35249000,88080000.0,1336000,31916000,52831000,59717000
SRT,-463000,-3618000,61156000,58040000,1196000,2556000,5458000,-10026000,10445000,2500000.0,-4987000,69114000,2018-03-31,,39102000,91151000.0,1196000,29758000,52049000,66614000
SRT,-402000,1602000,65559000,58149000,1456000,2725000,6041000,-2451000,8469000,,-2428000,71600000,2017-12-31,,46939000,95998000.0,1456000,24931000,49059000,71600000
