Fips,State,County,$ Average House Price,$ Average Rent,$ Intrinsic Value Of Average House,% Property Tax Rate,% Rent Growth Forecast,% Total Return,% Annual Return,% Net Annual Return
45063,SC,Lexington,143700.0,14292.0,181645.0,0.5,0.5,26.4,7.2,1.5
42045,PA,Delaware,212600.0,18072.0,230423.0,1.7,1.3,8.4,6.2,0.5
24027,MD,Howard,445400.0,28836.0,558803.0,1.1,2.4,25.5,7.2,1.5
34015,NJ,Gloucester,193800.0,20976.0,256705.0,2.7,1.7,32.5,7.6,1.9
48159,TX,Franklin,149900.0,15804.0,198972.0,1.2,0.9,32.7,7.6,1.9
48167,TX,Galveston,209000.0,19188.0,247258.0,2.0,1.5,18.3,6.8,1.0
02020,AK,Anchorage,340500.0,22116.0,352834.0,1.3,1.8,3.6,5.9,0.2
08013,CO,Boulder,527700.0,26940.0,750472.0,0.6,2.3,42.2,8.1,2.4
33015,NH,Rockingham,341000.0,23928.0,356838.0,1.9,2.0,4.6,6.0,0.3
37043,NC,Clay,162500.0,14316.0,184501.0,0.5,0.5,13.5,6.5,0.8
17201,IL,Winnebago,108600.0,11928.0,95642.0,2.7,0.0,-11.9,5.0,-0.7
25005,MA,Bristol,309700.0,21996.0,363550.0,1.1,1.8,17.4,6.7,1.0
21067,KY,Fayette,178400.0,14892.0,185334.0,0.9,0.7,3.9,5.9,0.2
12069,FL,Lake,211000.0,16308.0,214909.0,1.1,1.0,1.9,5.8,0.1
36027,NY,Dutchess,270300.0,23976.0,363450.0,1.8,2.0,34.5,7.7,2.0
48315,TX,Marion,110000.0,14304.0,169015.0,1.0,0.5,53.6,8.8,3.1
12033,FL,Escambia,144200.0,13284.0,148282.0,0.9,0.2,2.8,5.9,0.2
42095,PA,Northampton,207400.0,17388.0,215904.0,1.7,1.2,4.1,6.0,0.2
08069,CO,Larimer,371800.0,20952.0,366664.0,0.6,1.7,-1.4,5.6,-0.1
39093,OH,Lorain,139400.0,12480.0,118124.0,1.6,0.0,-15.3,4.8,-0.9
20091,KS,Johnson,280100.0,21864.0,347317.0,1.3,1.8,24.0,7.1,1.4
48031,TX,Blanco,307300.0,20724.0,331682.0,1.0,1.7,7.9,6.2,0.5
36001,NY,Albany,228700.0,20880.0,283631.0,2.0,1.7,24.0,7.1,1.4
49011,UT,Davis,333200.0,19608.0,323407.0,0.7,1.5,-2.9,5.6,-0.2
51087,VA,Henrico,230800.0,17316.0,251842.0,0.8,1.2,9.1,6.2,0.5
17111,IL,McHenry,212200.0,20064.0,241061.0,2.6,1.6,13.6,6.5,0.8
08035,CO,Douglas,481200.0,29664.0,637662.0,0.8,2.5,32.5,7.6,1.9
39139,OH,Richland,104500.0,8832.0,69150.0,1.5,0.0,-33.8,3.8,-1.9
31109,NE,Lancaster,181500.0,15576.0,176651.0,1.7,0.8,-2.7,5.6,-0.2
26065,MI,Ingham,130100.0,14364.0,142393.0,2.2,0.5,9.4,6.3,0.5
47149,TN,Rutherford,224800.0,16680.0,235816.0,0.8,1.1,4.9,6.0,0.3
34029,NJ,Ocean,279800.0,21588.0,313858.0,1.7,1.8,12.2,6.4,0.7
26139,MI,Ottawa,205500.0,16668.0,214580.0,1.3,1.1,4.4,6.0,0.3
48379,TX,Rains,118400.0,14868.0,172147.0,1.3,0.7,45.4,8.3,2.6
13051,GA,Chatham,164000.0,15180.0,192149.0,0.9,0.7,17.2,6.7,1.0
37063,NC,Durham,221300.0,16440.0,214385.0,1.2,1.0,-3.1,5.5,-0.2
42043,PA,Dauphin,157300.0,15384.0,176532.0,1.6,0.8,12.2,6.4,0.7
12097,FL,Osceola,209000.0,16800.0,221128.0,1.2,1.1,5.8,6.1,0.3
21187,KY,Owen,140700.0,12060.0,127277.0,0.7,0.0,-9.5,5.2,-0.5
17119,IL,Madison,115500.0,11592.0,100409.0,2.0,0.0,-13.1,5.0,-0.7
45051,SC,Horry,174300.0,15384.0,214685.0,0.4,0.8,23.2,7.0,1.3
08005,CO,Arapahoe,369300.0,24480.0,469011.0,0.7,2.1,27.0,7.3,1.5
06079,CA,San Luis Obispo,603900.0,29820.0,866636.0,0.7,2.5,43.5,8.2,2.5
16059,ID,Lemhi,219700.0,13680.0,167578.0,0.5,0.4,-23.7,4.4,-1.4
17163,IL,Saint Clair,98600.0,10812.0,89735.0,2.0,0.0,-9.0,5.2,-0.5
09011,CT,New London,233100.0,18036.0,240147.0,1.5,1.3,3.0,5.9,0.2
48077,TX,Clay,103500.0,12468.0,119302.0,1.5,0.0,15.3,6.6,0.9
34001,NJ,Atlantic,180000.0,17436.0,206645.0,2.0,1.2,14.8,6.6,0.8
18057,IN,Hamilton,263200.0,20352.0,323960.0,1.0,1.6,23.1,7.0,1.3
29077,MO,Greene,137600.0,10128.0,95813.0,0.8,0.0,-30.4,4.0,-1.7
12073,FL,Leon,177500.0,15060.0,185545.0,1.0,0.7,4.5,6.0,0.3
19137,IA,Montgomery,74900.0,9828.0,82882.0,1.5,0.0,10.7,6.3,0.6
12111,FL,Saint Lucie,210700.0,18000.0,243399.0,1.4,1.3,15.5,6.6,0.9
48303,TX,Lubbock,133300.0,13884.0,142545.0,1.7,0.4,6.9,6.1,0.4
42049,PA,Erie,121700.0,11388.0,101477.0,1.7,0.0,-16.6,4.8,-1.0
45083,SC,Spartanburg,138000.0,13764.0,166081.0,0.6,0.4,20.3,6.9,1.2
40031,OK,Comanche,87300.0,8592.0,71866.0,0.9,0.0,-17.7,4.7,-1.0
13073,GA,Columbia,191400.0,14964.0,185779.0,0.9,0.7,-2.9,5.6,-0.2
48371,TX,Pecos,90800.0,12840.0,134527.0,1.1,0.1,48.2,8.5,2.8
12023,FL,Columbia,125100.0,14328.0,171825.0,0.9,0.5,37.4,7.9,2.1
37161,NC,Rutherford,121600.0,11328.0,116527.0,0.7,0.0,-4.2,5.5,-0.2
48471,TX,Walker,180500.0,17256.0,228618.0,1.3,1.2,26.7,7.2,1.5
53001,WA,Adams,175800.0,15156.0,188650.0,1.0,0.7,7.3,6.1,0.4
05085,AR,Lonoke,134200.0,11676.0,122110.0,0.7,0.0,-9.0,5.2,-0.5
51019,VA,Bedford,201700.0,14988.0,201338.0,0.5,0.7,-0.2,5.7,-0.0
08025,CO,Crowley,110000.0,12792.0,144322.0,0.6,0.1,31.2,7.5,1.8
13295,GA,Walker,99200.0,11388.0,116234.0,0.7,0.0,17.2,6.7,1.0
47059,TN,Greene,102600.0,8796.0,79448.0,0.5,0.0,-22.6,4.4,-1.3
49013,UT,Duchesne,214100.0,11304.0,116989.0,0.6,0.0,-45.4,3.1,-2.6
18109,IN,Morgan,156800.0,14292.0,181870.0,0.5,0.5,16.0,6.6,0.9
18097,IN,Marion,133600.0,13464.0,147864.0,1.1,0.3,10.7,6.3,0.6
18177,IN,Wayne,86900.0,9528.0,85754.0,0.9,0.0,-1.3,5.6,-0.1
13013,GA,Barrow,172500.0,14304.0,170886.0,0.9,0.5,-0.9,5.7,-0.1
06027,CA,Inyo,342900.0,20304.0,347800.0,0.6,1.6,1.4,5.8,0.1
40125,OK,Pottawatomie,86900.0,9516.0,88457.0,0.7,0.0,1.8,5.8,0.1
45047,SC,Greenwood,104700.0,11292.0,116691.0,0.6,0.0,11.5,6.4,0.7
40037,OK,Creek,96500.0,10188.0,96746.0,0.8,0.0,0.3,5.7,0.0
37183,NC,Wake,284300.0,17952.0,265782.0,0.9,1.3,-6.5,5.3,-0.4
18059,IN,Hancock,176200.0,15588.0,200454.0,1.0,0.8,13.8,6.5,0.8
18053,IN,Grant,80100.0,9300.0,84662.0,0.7,0.0,5.7,6.0,0.3
47085,TN,Humphreys,108500.0,11460.0,121931.0,0.5,0.0,12.4,6.4,0.7
13031,GA,Bulloch,140900.0,13356.0,151300.0,0.8,0.3,7.4,6.1,0.4
40101,OK,Muskogee,69400.0,7788.0,60934.0,0.7,0.0,-12.2,5.0,-0.7
54033,WV,Harrison,95500.0,10188.0,100169.0,0.6,0.0,4.9,6.0,0.3
42037,PA,Columbia,128100.0,13248.0,142988.0,1.1,0.2,11.6,6.4,0.7
47075,TN,Haywood,75700.0,9576.0,89056.0,0.7,0.0,17.6,6.7,1.0
17001,IL,Adams,103800.0,13128.0,129008.0,1.7,0.2,24.3,7.1,1.4
09001,CT,Fairfield,335500.0,28536.0,538315.0,1.2,2.4,60.5,9.2,3.5
20155,KS,Reno,90800.0,9516.0,76508.0,1.7,0.0,-15.7,4.8,-0.9
55047,WI,Green Lake,132900.0,12264.0,115089.0,1.6,0.0,-13.4,5.0,-0.8
36043,NY,Herkimer,99300.0,15696.0,174193.0,1.9,0.9,75.4,10.0,4.3
06033,CA,Lake,245100.0,17388.0,254246.0,0.8,1.2,3.7,5.9,0.2
48409,TX,San Patricio,131500.0,16092.0,189440.0,1.7,0.9,44.1,8.2,2.5
51061,VA,Fauquier,376200.0,20304.0,338116.0,0.8,1.6,-10.1,5.1,-0.6
42025,PA,Carbon,143600.0,14316.0,152449.0,1.7,0.5,6.2,6.1,0.4
27055,MN,Houston,181300.0,15000.0,183406.0,1.1,0.7,1.2,5.8,0.1
12103,FL,Pinellas,225100.0,17832.0,253602.0,1.1,1.3,12.7,6.4,0.7
51199,VA,York,296700.0,20580.0,351209.0,0.7,1.7,18.4,6.8,1.1
21145,KY,McCracken,131700.0,11352.0,116520.0,0.7,0.0,-11.5,5.1,-0.7
48203,TX,Harrison,92200.0,11388.0,108727.0,1.2,0.0,17.9,6.7,1.0
20015,KS,Butler,124900.0,12396.0,115683.0,1.6,0.0,-7.4,5.3,-0.4
29157,MO,Perry,141200.0,10380.0,101672.0,0.7,0.0,-28.0,4.1,-1.6
34033,NJ,Salem,150900.0,14556.0,141534.0,2.4,0.6,-6.2,5.4,-0.4
19049,IA,Dallas,230400.0,18696.0,254875.0,1.5,1.4,10.6,6.3,0.6
47147,TN,Robertson,192900.0,14916.0,191493.0,0.7,0.7,-0.7,5.7,-0.0
41035,OR,Klamath,165800.0,13260.0,151150.0,0.7,0.2,-8.8,5.2,-0.5
34003,NJ,Bergen,462200.0,29160.0,482263.0,1.9,2.4,4.3,6.0,0.2
19157,IA,Poweshiek,148200.0,11928.0,116019.0,1.2,0.0,-21.7,4.5,-1.2
39101,OH,Marion,86100.0,10176.0,91137.0,1.2,0.0,5.9,6.1,0.3
45059,SC,Laurens,99900.0,11364.0,121171.0,0.5,0.0,21.3,6.9,1.2
51095,VA,James City,311700.0,22068.0,396378.0,0.7,1.8,27.2,7.3,1.6
13285,GA,Troup,105800.0,9564.0,85483.0,0.9,0.0,-19.2,4.6,-1.1
25011,MA,Franklin,211600.0,21420.0,325994.0,1.4,1.8,54.1,8.8,3.1
27131,MN,Rice,220400.0,16776.0,226987.0,1.0,1.1,3.0,5.9,0.2
53009,WA,Clallam,287100.0,17988.0,267764.0,0.8,1.3,-6.7,5.3,-0.4
09003,CT,Hartford,226800.0,19260.0,247807.0,2.0,1.5,9.3,6.2,0.5
06043,CA,Mariposa,242700.0,18396.0,289536.0,0.7,1.4,19.3,6.8,1.1
53041,WA,Lewis,227400.0,14100.0,167281.0,0.9,0.5,-26.4,4.2,-1.5
51680,VA,Lynchburg City,137200.0,11304.0,111660.0,0.9,0.0,-18.6,4.7,-1.1
29031,MO,Cape Girardeau,146400.0,10776.0,107060.0,0.7,0.0,-26.9,4.2,-1.5
41059,OR,Umatilla,172700.0,15072.0,183291.0,1.1,0.7,6.1,6.1,0.4
48035,TX,Bosque,125900.0,13008.0,140491.0,0.9,0.2,11.6,6.4,0.7
29051,MO,Cole,156800.0,11148.0,110082.0,0.9,0.0,-29.8,4.0,-1.7
20103,KS,Leavenworth,172300.0,15048.0,176466.0,1.3,0.7,2.4,5.9,0.1
09009,CT,New Haven,211700.0,19788.0,263491.0,1.9,1.6,24.5,7.1,1.4
26159,MI,Van Buren,128700.0,13584.0,143462.0,1.4,0.3,11.5,6.4,0.7
51165,VA,Rockingham,195900.0,14388.0,183721.0,0.6,0.6,-6.2,5.4,-0.4
48207,TX,Haskell,61600.0,11856.0,112544.0,1.4,0.0,82.7,10.5,4.7
35028,NM,Los Alamos,304000.0,19368.0,318799.0,0.6,1.5,4.9,6.0,0.3
18005,IN,Bartholomew,142400.0,14712.0,182295.0,0.9,0.6,28.0,7.3,1.6
05145,AR,White,110900.0,10512.0,107201.0,0.5,0.0,-3.3,5.5,-0.2
39043,OH,Erie,127900.0,13188.0,135772.0,1.4,0.2,6.2,6.1,0.4
26099,MI,Macomb,169700.0,15420.0,171200.0,1.8,0.8,0.9,5.8,0.1
13231,GA,Pike,178600.0,14160.0,167071.0,0.9,0.5,-6.5,5.4,-0.4
33005,NH,Cheshire,194800.0,17292.0,193667.0,2.4,1.2,-0.6,5.7,-0.0
16083,ID,Twin Falls,189600.0,14100.0,170389.0,0.8,0.5,-10.1,5.1,-0.6
40119,OK,Payne,150400.0,14352.0,175237.0,0.8,0.5,16.5,6.7,0.9
29043,MO,Christian,169300.0,10692.0,104703.0,0.8,0.0,-38.2,3.5,-2.2
13211,GA,Morgan,225600.0,16860.0,240882.0,0.8,1.1,6.8,6.1,0.4
36105,NY,Sullivan,136900.0,15696.0,175870.0,1.9,0.9,28.5,7.3,1.6
45057,SC,Lancaster,164000.0,14484.0,186610.0,0.5,0.6,13.8,6.5,0.8
56025,WY,Natrona,204500.0,12144.0,131020.0,0.6,0.0,-35.9,3.7,-2.1
41053,OR,Polk,299800.0,18132.0,260926.0,1.1,1.3,-13.0,5.0,-0.7
48099,TX,Coryell,103200.0,10704.0,95902.0,1.4,0.0,-7.1,5.3,-0.4
35031,NM,McKinley,137900.0,11976.0,134500.0,0.3,0.0,-2.5,5.6,-0.1
06115,CA,Yuba,255500.0,16056.0,210238.0,1.0,0.9,-17.7,4.7,-1.0
47141,TN,Putnam,150500.0,11988.0,128664.0,0.6,0.0,-14.5,4.9,-0.8
53007,WA,Chelan,305400.0,18264.0,274989.0,0.9,1.3,-10.0,5.2,-0.6
51079,VA,Greene,228400.0,16620.0,237238.0,0.7,1.0,3.9,5.9,0.2
53027,WA,Grays Harbor,177500.0,11688.0,116642.0,1.0,0.0,-34.3,3.8,-2.0
40145,OK,Wagoner,138200.0,13740.0,160213.0,0.8,0.4,15.9,6.6,0.9
12087,FL,Monroe,565900.0,40920.0,1320679.0,0.6,2.9,133.4,13.3,7.6
12089,FL,Nassau,266700.0,19116.0,292255.0,1.0,1.5,9.6,6.3,0.5
12031,FL,Duval,174000.0,14844.0,179320.0,1.1,0.7,3.1,5.9,0.2
37171,NC,Surry,108900.0,11688.0,120863.0,0.7,0.0,11.0,6.3,0.6
13011,GA,Banks,172600.0,14352.0,176691.0,0.8,0.5,2.4,5.9,0.1
51015,VA,Augusta,207900.0,16056.0,231017.0,0.5,0.9,11.1,6.4,0.6
21047,KY,Christian,108300.0,10692.0,106503.0,0.7,0.0,-1.7,5.6,-0.1
48021,TX,Bastrop,191700.0,16788.0,204265.0,1.7,1.1,6.6,6.1,0.4
45073,SC,Oconee,158800.0,12624.0,142175.0,0.5,0.0,-10.5,5.1,-0.6
13171,GA,Lamar,122100.0,11712.0,117278.0,1.0,0.0,-3.9,5.5,-0.2
12107,FL,Putnam,106200.0,13680.0,157978.0,0.9,0.4,48.8,8.5,2.8
24033,MD,Prince Georges,291800.0,23412.0,382513.0,1.4,2.0,31.1,7.5,1.8
18043,IN,Floyd,158800.0,14448.0,178604.0,0.8,0.6,12.5,6.4,0.7
55141,WI,Wood,112700.0,11388.0,100993.0,1.7,0.0,-10.4,5.1,-0.6
28035,MS,Forrest,121900.0,12468.0,132771.0,0.8,0.0,8.9,6.2,0.5
47171,TN,Unicoi,116400.0,10884.0,112042.0,0.5,0.0,-3.7,5.5,-0.2
47001,TN,Anderson,137100.0,10980.0,109241.0,0.8,0.0,-20.3,4.6,-1.2
26037,MI,Clinton,173100.0,14388.0,156553.0,1.6,0.6,-9.6,5.2,-0.5
51127,VA,New Kent,248800.0,17748.0,265930.0,0.8,1.3,6.9,6.1,0.4
13255,GA,Spalding,111100.0,11364.0,108091.0,1.2,0.0,-2.7,5.6,-0.2
27013,MN,Blue Earth,192500.0,14988.0,184446.0,1.0,0.7,-4.2,5.5,-0.2
20087,KS,Jefferson,127200.0,12348.0,118794.0,1.4,0.0,-6.6,5.3,-0.4
20169,KS,Saline,119400.0,10668.0,96440.0,1.3,0.0,-19.2,4.6,-1.1
28073,MS,Lamar,182800.0,14988.0,195401.0,0.7,0.7,6.9,6.1,0.4
55079,WI,Milwaukee,154900.0,13656.0,125778.0,2.4,0.4,-18.8,4.6,-1.1
39129,OH,Pickaway,162600.0,14940.0,177657.0,1.2,0.7,9.3,6.2,0.5
28109,MS,Pearl River,145800.0,14112.0,174563.0,0.6,0.5,19.7,6.8,1.1
48123,TX,De Witt,104500.0,14268.0,178222.0,0.6,0.5,70.5,9.8,4.0
08014,CO,Broomfield,429400.0,25944.0,508165.0,0.8,2.2,18.3,6.8,1.0
47035,TN,Cumberland,141300.0,11232.0,121463.0,0.3,0.0,-14.0,4.9,-0.8
51067,VA,Franklin,181300.0,15288.0,209133.0,0.5,0.8,15.4,6.6,0.9
08045,CO,Garfield,392200.0,22188.0,426964.0,0.4,1.8,8.9,6.2,0.5
27039,MN,Dodge,197500.0,15672.0,197989.0,1.1,0.9,0.2,5.7,0.0
36035,NY,Fulton,116400.0,16860.0,198563.0,1.9,1.1,70.6,9.8,4.0
06019,CA,Fresno,243000.0,16104.0,214288.0,0.9,0.9,-11.8,5.0,-0.7
18011,IN,Boone,222100.0,16956.0,233543.0,1.0,1.1,5.2,6.0,0.3
50027,VT,Windsor,190800.0,17652.0,221423.0,1.7,1.2,16.0,6.6,0.9
39147,OH,Seneca,95200.0,11268.0,107741.0,1.1,0.0,13.2,6.5,0.8
40153,OK,Woodward,100000.0,11040.0,113405.0,0.6,0.0,13.4,6.5,0.8
55021,WI,Columbia,191000.0,13320.0,133089.0,1.6,0.3,-30.3,4.0,-1.7
42103,PA,Pike,152400.0,15480.0,182296.0,1.5,0.8,19.6,6.8,1.1
47019,TN,Carter,113000.0,11268.0,116641.0,0.6,0.0,3.2,5.9,0.2
37105,NC,Lee,119500.0,11592.0,117101.0,0.9,0.0,-2.0,5.6,-0.1
47157,TN,Shelby,127300.0,12564.0,122128.0,1.4,0.0,-4.1,5.5,-0.2
22113,LA,Vermilion,74500.0,13260.0,163127.0,0.3,0.2,119.0,12.5,6.8
08047,CO,Gilpin,353200.0,20520.0,378789.0,0.3,1.7,7.2,6.1,0.4
54049,WV,Marion,97400.0,10776.0,108921.0,0.6,0.0,11.8,6.4,0.7
13105,GA,Elbert,88500.0,11844.0,121485.0,0.8,0.0,37.3,7.9,2.1
54079,WV,Putnam,153300.0,12228.0,132006.0,0.6,0.0,-13.9,4.9,-0.8
02122,AK,Kenai Peninsula,245900.0,16092.0,224905.0,0.7,0.9,-8.5,5.2,-0.5
39037,OH,Darke,118000.0,11952.0,119655.0,1.0,0.0,1.4,5.8,0.1
48401,TX,Rusk,126900.0,14280.0,168338.0,1.0,0.5,32.7,7.6,1.9
04007,AZ,Gila,203800.0,14988.0,193205.0,0.7,0.7,-5.2,5.4,-0.3
15003,HI,Honolulu,684000.0,28260.0,929448.0,0.3,2.4,35.9,7.8,2.1
53039,WA,Klickitat,220000.0,17316.0,253368.0,0.8,1.2,15.2,6.6,0.9
30101,MT,Toole,141000.0,12720.0,134655.0,0.9,0.1,-4.5,5.5,-0.3
17029,IL,Coles,79300.0,13860.0,140174.0,1.8,0.4,76.8,10.1,4.4
27025,MN,Chisago,234000.0,17484.0,237767.0,1.2,1.2,1.6,5.8,0.1
17007,IL,Boone,152700.0,16740.0,189514.0,2.1,1.1,24.1,7.1,1.4
47145,TN,Roane,132700.0,11616.0,121296.0,0.7,0.0,-8.6,5.2,-0.5
31177,NE,Washington,190500.0,15000.0,168167.0,1.6,0.7,-11.7,5.0,-0.7
48323,TX,Maverick,131800.0,13176.0,133775.0,1.5,0.2,1.5,5.8,0.1
01033,AL,Colbert,97900.0,10704.0,113495.0,0.3,0.0,15.9,6.6,0.9
01001,AL,Autauga,156800.0,13164.0,159960.0,0.3,0.2,2.0,5.8,0.1
48199,TX,Hardin,145800.0,15804.0,195602.0,1.3,0.9,34.2,7.7,2.0
22101,LA,Saint Mary,87300.0,12516.0,141875.0,0.4,0.0,62.5,9.3,3.6
48253,TX,Jones,69600.0,11904.0,117682.0,1.1,0.0,69.1,9.7,4.0
37083,NC,Halifax,76800.0,9972.0,90823.0,1.0,0.0,18.3,6.8,1.0
51031,VA,Campbell,146800.0,12156.0,133406.0,0.5,0.0,-9.1,5.2,-0.5
12131,FL,Walton,357400.0,24708.0,498522.0,0.6,2.1,39.5,8.0,2.3
13129,GA,Gordon,127200.0,13308.0,150656.0,0.8,0.3,18.4,6.8,1.1
36119,NY,Westchester,609900.0,41172.0,1015640.0,1.8,3.0,66.5,9.5,3.8
24029,MD,Kent,198000.0,17580.0,258667.0,0.8,1.2,30.6,7.5,1.8
06069,CA,San Benito,521100.0,28212.0,755057.0,0.8,2.4,44.9,8.3,2.6
32510,NV,Carson City,303400.0,16956.0,245450.0,0.7,1.1,-19.1,4.6,-1.1
21027,KY,Breckinridge,100500.0,10224.0,100701.0,0.6,0.0,0.2,5.7,0.0
29145,MO,Newton,141300.0,9852.0,92933.0,0.7,0.0,-34.2,3.8,-2.0
49045,UT,Tooele,262000.0,17016.0,249397.0,0.7,1.1,-4.8,5.4,-0.3
48001,TX,Anderson,97100.0,13104.0,134284.0,1.4,0.2,38.3,7.9,2.2
47167,TN,Tipton,141300.0,13728.0,164027.0,0.7,0.4,16.1,6.6,0.9
36029,NY,Erie,162800.0,14892.0,148837.0,2.4,0.7,-8.6,5.2,-0.5
30053,MT,Lincoln,168400.0,10872.0,110040.0,0.6,0.0,-34.7,3.7,-2.0
45055,SC,Kershaw,124000.0,11616.0,124952.0,0.5,0.0,0.8,5.8,0.0
05115,AR,Pope,116000.0,11088.0,114348.0,0.6,0.0,-1.4,5.6,-0.1
22001,LA,Acadia,90800.0,13188.0,160874.0,0.3,0.2,77.2,10.1,4.4
05033,AR,Crawford,111600.0,10740.0,108149.0,0.6,0.0,-3.1,5.5,-0.2
48281,TX,Lampasas,164900.0,15000.0,171436.0,1.5,0.7,4.0,5.9,0.2
55111,WI,Sauk,175100.0,13188.0,129418.0,1.7,0.2,-26.1,4.2,-1.5
36077,NY,Otsego,133400.0,15192.0,173624.0,1.6,0.7,30.2,7.4,1.7
27035,MN,Crow Wing,181900.0,14988.0,193400.0,0.7,0.7,6.3,6.1,0.4
17043,IL,DuPage,288100.0,23388.0,338401.0,2.0,2.0,17.5,6.7,1.0
47063,TN,Hamblen,128000.0,11364.0,119441.0,0.6,0.0,-6.7,5.3,-0.4
18123,IN,Perry,106600.0,10440.0,100193.0,0.8,0.0,-6.0,5.4,-0.3
42015,PA,Bradford,132700.0,10776.0,100706.0,1.1,0.0,-24.1,4.3,-1.4
41011,OR,Coos,196200.0,15384.0,198631.0,0.9,0.8,1.2,5.8,0.1
36021,NY,Columbia,227900.0,18360.0,242265.0,1.6,1.4,6.3,6.1,0.4
30007,MT,Broadwater,180000.0,11676.0,126190.0,0.5,0.0,-29.9,4.0,-1.7
36115,NY,Washington,147200.0,17676.0,210352.0,2.1,1.2,42.9,8.2,2.5
26117,MI,Montcalm,98300.0,11136.0,102736.0,1.4,0.0,4.5,6.0,0.3
48299,TX,Llano,247700.0,18024.0,259731.0,1.0,1.3,4.9,6.0,0.3
30049,MT,Lewis and Clark,230000.0,14892.0,186588.0,0.9,0.7,-18.9,4.6,-1.1
37037,NC,Chatham,285700.0,19080.0,303630.0,0.7,1.5,6.3,6.1,0.4
26067,MI,Ionia,134900.0,13212.0,135697.0,1.4,0.2,0.6,5.8,0.0
13047,GA,Catoosa,146800.0,13188.0,148712.0,0.8,0.2,1.3,5.8,0.1
39143,OH,Sandusky,111200.0,11844.0,116329.0,1.1,0.0,4.6,6.0,0.3
42111,PA,Somerset,92200.0,8388.0,65980.0,1.1,0.0,-28.4,4.1,-1.6
39083,OH,Knox,143000.0,13668.0,147980.0,1.3,0.4,3.5,5.9,0.2
37069,NC,Franklin,165300.0,13224.0,147420.0,0.9,0.2,-10.8,5.1,-0.6
17195,IL,Whiteside,79900.0,12384.0,110059.0,2.0,0.0,37.7,7.9,2.2
06063,CA,Plumas,260900.0,17916.0,272459.0,0.7,1.3,4.4,6.0,0.3
37061,NC,Duplin,85900.0,10020.0,94086.0,0.8,0.0,9.5,6.3,0.5
31079,NE,Hall,154500.0,14388.0,152468.0,1.7,0.6,-1.3,5.6,-0.1
53071,WA,Walla Walla,231100.0,16032.0,207762.0,1.1,0.9,-10.1,5.1,-0.6
27027,MN,Clay,190900.0,15504.0,192799.0,1.1,0.8,1.0,5.8,0.1
21017,KY,Bourbon,135700.0,12480.0,135304.0,0.6,0.0,-0.3,5.7,-0.0
37087,NC,Haywood,126500.0,13968.0,169444.0,0.7,0.4,33.9,7.7,1.9
48497,TX,Wise,207400.0,17292.0,226090.0,1.4,1.2,9.0,6.2,0.5
26015,MI,Barry,154300.0,14268.0,161378.0,1.2,0.5,4.6,6.0,0.3
37107,NC,Lenoir,95500.0,10440.0,97617.0,1.0,0.0,2.2,5.8,0.1
13121,GA,Fulton,274700.0,20856.0,330514.0,1.1,1.7,20.3,6.9,1.2
18173,IN,Warrick,159200.0,15480.0,202034.0,0.8,0.8,26.9,7.3,1.5
48177,TX,Gonzales,111900.0,14280.0,168877.0,1.0,0.5,50.9,8.6,2.9
28087,MS,Lowndes,133400.0,13188.0,152627.0,0.6,0.2,14.4,6.5,0.8
37077,NC,Granville,153800.0,14232.0,170054.0,0.9,0.5,10.6,6.3,0.6
36037,NY,Genesee,118600.0,16584.0,177042.0,2.5,1.0,49.3,8.5,2.8
33001,NH,Belknap,241500.0,18372.0,241695.0,1.6,1.4,0.1,5.7,0.0
20041,KS,Dickinson,96000.0,10080.0,88467.0,1.3,0.0,-7.8,5.3,-0.4
21185,KY,Oldham,275700.0,20544.0,332921.0,0.9,1.7,20.8,6.9,1.2
13157,GA,Jackson,194800.0,16032.0,208536.0,1.0,0.9,7.1,6.1,0.4
37119,NC,Mecklenburg,232100.0,16848.0,227105.0,1.1,1.1,-2.2,5.6,-0.1
40047,OK,Garfield,103600.0,11184.0,111872.0,0.8,0.0,8.0,6.2,0.5
37167,NC,Stanly,134700.0,12612.0,133694.0,0.9,0.0,-0.7,5.7,-0.0
48337,TX,Montague,101000.0,13428.0,145894.0,1.1,0.3,44.4,8.3,2.5
53045,WA,Mason,269600.0,17304.0,248237.0,0.9,1.2,-7.9,5.3,-0.5
35027,NM,Lincoln,201400.0,14388.0,186108.0,0.5,0.6,-7.6,5.3,-0.4
53021,WA,Franklin,229300.0,16032.0,206084.0,1.1,0.9,-10.1,5.1,-0.6
51069,VA,Frederick,245200.0,17316.0,264739.0,0.5,1.2,8.0,6.2,0.5
48257,TX,Kaufman,203300.0,18588.0,236935.0,1.9,1.4,16.5,6.7,0.9
37049,NC,Craven,145000.0,12528.0,134556.0,0.7,0.0,-7.2,5.3,-0.4
16019,ID,Bonneville,193400.0,13092.0,145113.0,0.8,0.2,-25.0,4.3,-1.4
24037,MD,Saint Marys,275500.0,19140.0,299000.0,0.9,1.5,8.5,6.2,0.5
17037,IL,DeKalb,163500.0,15240.0,149771.0,2.6,0.8,-8.4,5.2,-0.5
25009,MA,Essex,435200.0,27948.0,529139.0,1.2,2.3,21.6,7.0,1.2
18165,IN,Vermillion,55300.0,8868.0,75707.0,0.9,0.0,36.9,7.8,2.1
21093,KY,Hardin,146200.0,12876.0,142653.0,0.7,0.1,-2.4,5.6,-0.1
